Zip,Unemp. Rate,# in sample
55375,0.07,2897
55376,0.05,10956
55378,0.06,19093
55379,0.06,28844
55381,0.06,1637
55382,0.08,2564
55384,0.04,1350
55385,0.09,1072
55386,0.07,4393
55387,0.04,8994
55388,0.08,4376
55389,0.07,1956
55390,0.06,1818
55391,0.05,11715
55395,0.07,2143
55396,0.08,1700
55397,0.10,2275
55398,0.08,11166
55401,0.03,6637
55402,0.05,375
55403,0.06,13622
55404,0.14,21922
55405,0.10,12160
55406,0.08,27020
55407,0.10,28334
55408,0.07,26298
55409,0.07,9667
55410,0.05,15894
55411,0.23,18173
55412,0.14,15583
55413,0.08,11281
55414,0.09,25285
55415,0.21,2766
55416,0.05,24405
55417,0.07,20450
55418,0.08,25034
55419,0.08,20958
55420,0.10,17685
55421,0.09,21261
55422,0.06,23034
55423,0.09,28496
55424,0.04,7207
55425,0.09,7536
55426,0.05,20622
55427,0.05,18234
55428,0.11,22497
55429,0.11,20056
55430,0.10,16216
55431,0.07,14907
55432,0.09,24298
55433,0.08,26971
55434,0.08,22593
55435,0.05,9739
55436,0.06,10094
55437,0.07,14826
55438,0.06,13467
55439,0.05,6881
55441,0.07,14372
55442,0.04,10340
55443,0.06,23282
55444,0.08,10801
55445,0.08,7126
55446,0.05,13862
55447,0.05,16832
55448,0.08,22001
55449,0.05,16586
55450,0.00,34
55454,0.16,7027
55455,0.36,2107
55601,0.11,90
55602,0.22,198
55603,0.03,432
55604,0.07,3025
55605,0.05,357
55606,0.00,191
55607,0.04,111
55609,0.00,238
55612,0.07,486
55613,0.08,204
55614,0.15,2397
55615,0.00,221
55616,0.03,5559
55702,0.07,413
55703,0.14,596
55704,0.10,1085
55705,0.08,2837
55706,0.05,1454
55707,0.07,2739
55708,0.10,927
55709,0.09,3374
55710,0.02,957
55711,0.13,448
55712,0.10,451
55713,0.06,669
55716,0.16,235
55717,0.04,204
55718,0.08,2504
55719,0.10,4960
55720,0.09,13288
55721,0.11,2668
55722,0.10,994
55723,0.07,2135
55724,0.05,711
55725,0.01,107
55726,0.05,663
55731,0.06,5219
55732,0.08,1234
55733,0.03,3584
55734,0.11,5194
55735,0.15,1497
55736,0.08,1142
55738,0.08,449
55741,0.09,2535
55742,0.12,282
55744,0.09,16683
55746,0.08,13890
55748,0.14,1241
55749,0.12,417
55750,0.15,1711
55751,0.07,1242
55752,0.11,344
55753,0.25,786
55756,0.09,299
55757,0.12,781
55758,0.11,122
55760,0.11,2514
55763,0.10,514
55764,0.12,508
55765,0.08,657
55766,0.00,31
55767,0.08,4007
55768,0.08,2347
55769,0.06,1832
55771,0.16,1381
55772,0.26,59
55775,0.12,977
55779,0.06,3021
55780,0.05,118
55781,0.02,534
55782,0.07,391
55783,0.09,1926
55784,0.06,78
55785,0.15,221
55786,0.09,225
55787,0.17,433
55790,0.06,1734
55792,0.13,8577
55793,0.17,510
55795,0.09,1388
55797,0.06,1204
55798,0.10,436
55802,0.12,2077
55803,0.06,14296
55804,0.05,11350
55805,0.10,8710
55806,0.10,7411
55807,0.08,7823
55808,0.12,4861
55810,0.08,6810
55811,0.06,22209
55812,0.11,9479
55814,0.00,689
55901,0.03,39155
55902,0.03,17732
55904,0.05,19724
55905,,0
55906,0.06,14345
55909,0.03,1191
55910,0.07,1163
55912,0.05,22283
55917,0.04,2803
55918,0.06,772
55919,0.04,938
55920,0.04,5153
55921,0.09,3937
55922,0.06,677
55923,0.04,3376
55924,0.04,1082
55925,0.03,926
55926,0.05,572
55927,0.04,3106
55929,0.06,851
55931,0.05,249
55932,0.06,1807
55933,0.02,158
55934,0.02,2638
55935,0.03,654
55936,0.02,1378
55939,0.02,1560
55940,0.03,2076
55941,0.06,665
55943,0.07,2412
55944,0.04,5046
55945,0.03,1210
55946,0.08,2659
55947,0.03,6059
55949,0.04,1284
55950,0.00,141
55951,0.06,1203
55952,0.04,2082
55953,0.04,660
55954,0.05,1204
55955,0.04,1948
55956,0.05,1326
55957,0.10,507
55959,0.03,1768
55960,0.06,2229
55961,0.02,379
55962,0.06,631
55963,0.06,3952
55964,0.03,3350
55965,0.05,1838
55967,0.02,694
55968,0.05,121
55969,0.04,1028
55970,0.03,781
55971,0.05,2444
55972,0.05,3511
55973,0.01,245
55974,0.04,1845
55975,0.09,3491
55976,0.06,5582
55977,0.04,135
55979,0.03,764
55981,0.04,3343
55982,0.02,361
55983,0.08,1150
55985,0.04,1516
55987,0.08,30574
55990,0.05,778
55991,0.07,874
55992,0.04,3612
56001,0.07,38680
56003,0.05,11033
56007,0.06,17355
56009,0.03,1292
56010,0.07,1060
56011,0.05,6310
56013,0.06,3650
56014,0.05,579
56016,0.04,845
56017,0.05,1208
56019,0.02,751
56020,0.02,90
56021,0.01,838
56022,0.29,41
56023,0.05,448
56024,0.03,2015
56025,0.03,413
56026,0.03,1445
56027,0.04,780
56028,0.07,916
56029,0.05,537
56031,0.04,9893
56032,0.07,207
56033,0.05,297
56034,0.06,387
56035,0.06,393
56036,0.03,1601
56037,0.04,1266
56039,0.06,729
56041,0.03,814
56042,0.04,562
56043,0.06,310
56044,0.07,1596
56045,0.03,684
56046,0.00,72
56047,0.00,94
56048,0.05,2682
56050,0.11,1245
56051,0.04,612
56052,0.10,752
56054,0.04,764
56055,0.05,3042
56056,0.07,72
56057,0.09,3083
56058,0.06,4780
56060,0.16,322
56062,0.04,2653
56063,0.06,2198
56065,0.06,2301
56068,0.09,849
56069,0.10,3310
56071,0.06,8670
56072,0.05,1640
56073,0.04,13992
56074,0.05,1590
56075,0.10,163
56078,0.03,362
56080,0.05,429
56081,0.06,4639
56082,0.07,11138
56083,0.03,693
56085,0.07,4236
56087,0.05,2454
56088,0.03,1650
56089,0.06,152
56090,0.04,553
56091,0.02,246
56093,0.05,10824
56096,0.08,2336
56097,0.04,3106
56098,0.05,1855
56101,0.03,4725
56110,0.04,1455
56111,0.01,332
56113,0.02,174
56114,0.12,304
56115,0.04,1043
56116,0.01,443
56117,0.04,272
56118,0.00,330
56119,0.07,907
56120,0.07,781
56121,0.03,543
56122,0.01,443
56123,0.04,393
56125,0.00,60
56127,0.03,363
56128,0.03,1570
56129,0.01,604
56131,0.04,1906
56132,0.04,401
56134,0.02,372
56136,0.05,855
56137,0.03,835
56138,0.01,635
56139,0.07,417
56140,0.11,49
56141,0.01,267
56142,0.01,794
56143,0.02,3665
56144,0.05,789
56145,0.05,477
56146,0.00,78
56147,0.00,127
56149,0.04,1064
56150,0.06,2122
56151,0.03,643
56152,0.03,1276
56153,0.00,136
56155,0.05,336
56156,0.03,4712
56157,0.08,530
56158,0.06,330
56159,0.09,2307
56160,0.03,125
56161,0.01,291
56162,0.03,321
56164,0.06,4736
56165,0.01,253
56166,0.00,194
56167,0.05,576
56168,0.01,751
56169,0.01,545
56170,0.02,419
56171,0.05,1326
56172,0.03,2560
56173,0.03,347
56174,0.03,341
56175,0.09,2409
56176,0.04,865
56177,0.29,30
56178,0.05,1347
56180,0.04,961
56181,0.02,923
56183,0.06,1009
56185,0.03,422
56186,0.01,290
56187,0.05,10619
56201,0.08,18027
56207,0.09,194
56208,0.03,2245
56209,0.06,1841
56210,0.00,9
56211,0.02,462
56212,0.04,441
56214,0.02,549
56215,0.02,3605
56216,0.04,470
56218,0.04,513
56219,0.02,833
56220,0.05,2655
56221,0.07,630
56222,0.04,1486
56223,0.04,1063
56224,0.01,214
56225,0.03,643
56226,0.03,226
56227,0.02,180
56228,0.10,827
56229,0.02,1304
56230,0.10,625
56231,0.04,309
56232,0.03,1837
56235,0.09,392
56236,0.00,283
56237,0.07,454
56239,0.03,429
56240,0.02,758
56241,0.04,3147
56243,0.07,1261
56244,0.06,1117
56245,0.06,350
56248,0.07,686
56249,0.10,232
56251,0.04,825
56252,0.02,848
56253,0.05,786
56255,0.00,268
56256,0.04,2198
56257,0.04,459
56258,0.03,12519
56260,0.15,803
56262,0.04,592
56263,0.04,380
56264,0.04,1723
56265,0.05,6173
56266,0.09,1316
56267,0.07,5787
56270,0.14,858
56271,0.05,838
56273,0.03,3669
56274,0.03,156
56276,0.01,215
56277,0.06,2572
56278,0.04,2257
56279,0.04,1002
56280,0.02,449
56281,0.01,411
56282,0.07,1247
56283,0.04,5222
56284,0.07,1795
56285,0.10,919
56287,0.20,66
56288,0.05,4048
56289,0.01,524
56291,0.07,436
56292,0.02,497
56293,0.02,883
56294,0.09,67
56295,0.02,278
56296,0.03,1773
56297,0.01,609
56301,0.08,27622
56303,0.09,20854
56304,0.10,13803
56307,0.04,3780
56308,0.05,19785
56309,0.05,932
56310,0.06,4114
56311,0.11,611
56312,0.07,1834
56313,0.15,76
56314,0.07,946
56315,0.05,1333
56316,0.13,1165
56318,0.04,953
56319,0.05,1084
56320,0.06,5901
56321,0.04,1680
56323,0.11,487
56324,0.06,994
56325,0.00,133
56326,0.11,1168
56327,0.04,484
56328,0.09,86
56329,0.09,5519
56330,0.14,1438
56331,0.03,1409
56332,0.04,968
56334,0.07,4425
56335,0.06,143
56336,0.06,1403
56338,0.14,1443
56339,0.10,823
56340,0.06,1874
56342,0.13,2237
56343,0.08,810
56345,0.09,11816
56347,0.05,5567
56349,0.02,662
56350,0.09,518
56352,0.04,4485
56353,0.08,6580
56354,0.09,1178
56355,0.06,496
56356,0.01,227
56357,0.09,779
56358,0.16,2643
56359,0.16,3011
56360,0.03,3018
56361,0.05,1956
56362,0.04,4604
56363,0.16,54
56364,0.06,4028
56367,0.07,4631
56368,0.06,3386
56369,0.10,310
56371,0.24,92
56373,0.07,2183
56374,0.06,8057
56375,0.04,637
56376,0.04,258
56377,0.05,12103
56378,0.04,6106
56379,0.08,12535
56381,0.04,1945
56382,0.04,1152
56384,0.05,297
56385,0.05,836
56386,0.11,837
56387,0.11,5563
56389,0.30,76
56401,0.10,23409
56425,0.04,5542
56431,0.06,7706
56433,0.07,1383
56434,0.04,133
56435,0.13,2270
56436,0.21,38
56437,0.10,1049
56438,0.09,2281
56440,0.07,1066
56441,0.09,2677
56442,0.12,1856
56443,0.12,1318
56444,0.06,2611
56446,0.06,1169
56447,0.13,954
56448,0.05,338
56449,0.07,1620
56450,0.05,915
56452,0.09,1594
56453,0.09,625
56455,0.10,1378
56456,0.21,40
56458,0.06,257
56461,0.06,2596
56464,0.08,3276
56465,0.07,1542
56466,0.08,2498
56467,0.06,1992
56468,0.05,4417
56469,0.10,800
56470,0.06,8178
56472,0.07,5371
56473,0.11,2656
56474,0.05,2869
56475,0.10,1189
56477,0.04,2073
56479,0.11,4266
56481,0.06,1590
56482,0.06,5284
56484,0.08,2558
56501,0.04,13317
56510,0.05,1778
56511,0.05,1426
56514,0.03,2614
56515,0.07,2552
56516,0.07,219
56517,0.06,200
56518,0.01,235
56519,0.03,238
56520,0.05,3111
56521,0.09,583
56522,0.02,528
56523,0.09,443
56524,0.08,614
56525,0.11,136
56527,0.09,584
56528,0.06,1334
56529,0.02,2897
56531,0.04,1647
56533,0.02,221
56534,0.04,932
56535,0.09,1121
56536,0.04,346
56537,0.06,15177
56540,0.06,1518
56541,0.00,31
56542,0.08,2351
56543,0.02,183
56544,0.05,3780
56545,0.04,492
56546,0.03,340
56547,0.04,1988
56548,0.05,678
56549,0.04,3297
56550,0.02,279
56551,0.06,1794
56552,0.07,353
56553,0.01,237
56554,0.03,2015
56556,0.05,788
56557,0.12,2162
56560,0.07,32435
56565,0.28,136
56566,0.34,262
56567,0.05,2824
56568,0.11,163
56569,0.10,905
56570,0.02,1039
56571,0.07,1457
56572,0.07,4305
56573,0.05,4768
56574,0.02,231
56575,0.19,671
56576,0.06,675
56577,0.00,15
56578,0.06,661
56579,0.06,831
56580,0.05,951
56581,0.09,304
56583,0.11,135
56584,0.06,1263
56585,0.02,845
56586,0.06,1504
56587,0.04,1357
56588,0.09,446
56589,0.12,1656
56590,0.02,354
56591,0.19,83
56592,0.13,425
56593,0.00,22
56594,0.03,309
56601,0.08,26261
56621,0.10,3460
56623,0.06,2235
56626,0.01,421
56627,0.12,251
56628,0.09,1366
56629,0.04,287
56630,0.12,1632
56633,0.12,3038
56634,0.09,1250
56636,0.12,3963
56637,0.07,130
56639,0.11,349
56641,0.24,274
56644,0.07,785
56646,0.08,264
56647,0.06,631
56649,0.07,7761
56650,0.07,613
56651,0.19,485
56652,0.14,391
56653,0.05,1276
56654,0.19,98
56655,0.14,1209
56657,0.00,165
56658,,6
56659,0.09,54
56660,0.18,275
56661,0.07,769
56662,0.08,393
56663,0.18,147
56666,0.13,580
56667,0.08,542
56668,0.20,151
56669,0.04,351
56670,0.18,1092
56671,0.30,2084
56672,0.09,1786
56673,0.02,714
56676,0.12,1240
56678,0.05,931
56680,0.04,63
56681,0.10,243
56683,0.05,537
56684,0.02,254
56685,0.04,170
56686,0.01,815
56687,0.21,41
56688,0.12,108
56701,0.05,9941
56710,0.03,401
56711,0.00,62
56713,0.00,697
56714,0.06,924
56715,0.07,270
56716,0.07,7254
56720,0.00,56
56721,0.04,7867
56722,0.03,317
56723,0.05,697
56724,0.06,121
56725,0.07,873
56726,0.04,1260
56727,0.11,722
56728,0.01,1192
56729,0.00,90
56731,0.00,63
56732,0.03,873
56733,0.04,314
56734,0.07,355
56735,0.04,648
56736,0.07,805
56737,0.07,692
56738,0.09,1053
56741,,17
56742,0.03,792
56744,0.09,479
56748,0.03,520
56750,0.05,2021
56751,0.04,4280
56754,0.09,428
56755,0.03,142
56756,0.08,630
56757,0.04,719
56758,0.11,343
56759,0.07,298
56760,0.10,305
56761,0.05,375
56762,0.03,2168
56763,0.04,4059
57001,0.04,1443
57002,0.02,789
57003,0.04,1322
57004,0.01,2650
57005,0.03,7508
57006,0.05,20313
57010,0.00,354
57012,0.03,831
57013,0.03,3438
57014,0.04,1306
57015,0.02,715
57016,0.01,581
57017,0.03,1173
57018,0.00,965
57020,0.03,1180
57021,0.02,169
57022,0.04,3622
57024,0.05,389
57025,0.02,2094
57026,0.02,1145
57027,0.10,141
57028,0.04,2459
57029,0.02,1495
57030,0.03,2659
57031,0.05,547
57032,0.02,4137
57033,0.04,3476
57034,0.04,606
57035,0.00,1009
57036,0.02,508
57037,0.02,821
57038,0.04,1362
57039,0.01,2465
57040,0.03,285
57041,0.00,30
57042,0.05,6697
57043,0.01,1132
57045,0.02,904
57046,0.01,447
57047,0.02,215
57048,0.02,938
57049,0.05,4294
57050,0.00,129
57051,0.01,228
57052,0.00,335
57053,0.01,1396
57054,0.02,481
57055,0.13,760
57057,0.00,116
57058,0.04,1600
57059,0.02,1180
57061,0.02,128
57062,0.02,2002
57063,0.03,805
57064,0.02,3249
57065,0.03,270
57066,0.02,1250
57067,0.00,385
57068,0.04,1134
57069,0.07,10400
57070,0.02,1183
57071,0.02,2267
57072,0.01,525
57073,0.03,654
57075,0.03,823
57076,0.00,400
57077,0.03,966
57078,0.04,15242
57103,0.04,26038
57104,0.08,22213
57105,0.04,18170
57106,0.03,29860
57107,0.06,5813
57108,0.02,11492
57110,0.02,8930
57117,,38
57197,0.07,631
57201,0.04,19340
57212,0.02,1527
57213,0.07,378
57214,0.00,57
57216,0.02,805
57217,0.00,140
57218,0.11,230
57219,0.02,590
57220,0.04,623
57221,0.09,512
57223,0.06,916
57224,0.01,146
57225,0.02,1399
57226,0.02,1737
57227,0.00,228
57231,0.02,1377
57232,0.03,242
57233,0.01,122
57234,0.00,972
57235,0.04,656
57236,0.02,122
57237,0.05,355
57238,0.02,370
57239,0.02,246
57241,0.06,679
57242,0.02,234
57243,0.05,498
57245,0.00,95
57246,0.00,130
57247,0.00,189
57248,0.04,1080
57249,0.01,858
57251,0.02,174
57252,0.04,4003
57255,0.18,390
57256,0.00,59
57257,0.17,662
57258,0.12,335
57259,0.04,400
57260,0.02,974
57261,0.00,301
57262,0.09,3428
57263,0.00,352
57264,0.03,160
57265,0.27,178
57266,0.02,448
57268,0.06,432
57269,0.02,267
57270,0.06,456
57271,0.05,285
57272,0.00,111
57273,0.15,893
57274,0.05,2202
57276,0.02,942
57278,0.04,678
57279,0.02,928
57301,0.04,14376
57311,0.04,1135
57312,0.01,342
57313,0.00,852
57314,0.03,607
57315,0.01,818
57317,0.05,446
57319,0.05,849
57321,0.01,301
57322,0.00,224
57323,0.00,200
57324,0.04,217
57325,0.03,2695
57328,0.02,929
57329,0.04,278
57330,0.05,758
57331,0.02,454
57332,0.01,565
57334,0.01,626
57335,0.06,242
57337,0.00,63
57339,0.31,959
57340,0.00,278
57341,0.00,93
57342,0.03,407
57344,0.04,103
57345,0.04,1035
57346,0.00,11
57348,0.01,476
57349,0.04,1241
57350,0.04,11641
57353,0.01,514
57355,0.03,848
57356,0.11,1195
57358,0.00,42
57359,0.02,577
57361,0.51,144
57362,0.01,1752
57363,0.03,747
57364,0.00,84
57365,0.02,503
57366,0.02,1843
57367,0.00,142
57368,0.03,838
57369,0.01,1847
57370,0.10,573
57371,0.00,146
57373,0.00,373
57374,0.01,179
57375,0.02,445
57376,0.00,772
57379,0.00,60
57380,0.12,2526
57381,0.03,374
57382,0.03,1316
57383,0.02,641
57384,0.04,584
57385,0.02,940
57386,0.00,119
57401,0.03,23865
57420,0.00,90
57421,0.00,51
57422,0.00,104
57424,0.14,251
57426,0.00,62
57427,0.00,513
57428,0.00,614
57429,0.00,113
57430,0.01,1865
57432,0.05,309
57433,0.00,366
57434,0.04,392
57435,0.00,196
57436,0.02,388
57437,0.03,1202
57438,0.03,1230
57439,0.00,65
57440,0.03,371
57441,0.05,587
57442,0.01,1460
57445,0.03,1566
57446,0.01,384
57448,0.02,353
57449,0.00,143
57450,0.01,481
57451,0.03,1862
57452,0.00,281
57454,0.03,640
57455,0.00,77
57456,0.01,557
57457,0.00,77
57460,0.04,238
57461,0.04,346
57465,0.00,292
57466,0.00,78
57467,0.00,242
57468,0.01,271
57469,0.00,2556
57470,0.00,113
57471,0.01,540
57472,0.03,809
57473,0.05,175
57474,0.01,110
57475,0.00,91
57476,0.00,375
57477,0.03,123
57479,0.01,404
57481,0.01,394
57501,0.02,12927
57520,0.05,125
57521,0.11,144
57522,0.03,330
57523,0.03,928
57528,0.00,732
57529,0.01,403
57531,0.07,218
57532,0.04,2198
57533,0.04,1471
57534,0.00,111
57536,0.05,344
57537,0.00,114
57538,0.04,177
57540,0.00,80
57541,,22
57543,0.02,721
57544,0.03,450
57547,0.00,185
57548,0.33,903
57551,0.15,1627
57552,0.03,474
57553,0.00,152
57555,0.18,2064
57559,0.04,597
57560,0.35,229
57562,0.00,109
57563,0.00,106
57564,0.01,843
57566,0.21,896
57567,0.02,882
57568,0.02,531
57569,0.05,220
57570,0.30,1278
57571,0.00,20
57572,0.36,1386
57574,0.00,116
57576,0.00,73
57577,0.38,667
57579,0.13,916
57580,0.06,3637
57584,0.00,37
57585,0.06,184
57601,0.08,3057
57620,0.00,386
57621,0.37,295
57622,0.56,229
57623,0.10,752
57625,0.30,2741
57626,0.12,722
57630,0.00,32
57631,0.08,283
57632,0.04,480
57633,0.07,463
57634,0.00,53
57636,0.00,11
57638,0.03,1486
57639,0.31,213
57640,0.00,159
57641,0.10,297
57642,0.24,1270
57644,0.00,183
57645,0.07,245
57646,0.00,141
57648,0.03,248
57649,0.00,200
57650,0.00,75
57651,0.00,52
57652,0.15,323
57656,0.05,493
57657,0.04,246
57658,0.17,225
57660,0.00,46
57661,0.09,77
57701,0.08,33812
57702,0.03,26024
57703,0.06,10206
57706,0.06,2229
57714,0.52,525
57716,0.25,233
57717,0.04,6091
57718,0.04,4618
57719,0.04,4265
57720,0.02,460
57722,0.06,302
57724,0.05,264
57725,0.16,89
57730,0.02,4876
57732,0.03,1666
57735,0.02,1284
57738,0.00,102
57741,0.00,69
57744,0.05,1161
57745,0.09,1487
57747,0.06,4511
57748,0.24,144
57750,0.36,370
57751,0.01,768
57752,0.18,1494
57754,0.01,2902
57755,0.00,87
57756,0.46,482
57758,0.00,145
57759,0.02,654
57760,0.02,1159
57761,0.11,1017
57762,0.09,299
57763,0.06,299
57764,0.20,1404
57766,0.11,214
57767,0.00,133
57769,0.04,2417
57770,0.11,3213
57772,0.22,1500
57773,0.00,103
57775,0.00,319
57776,0.00,11
57779,0.00,339
57780,0.00,135
57782,0.00,23
57783,0.04,11688
57785,0.02,7694
57787,0.00,249
57788,0.11,529
57790,0.01,935
57791,0.00,229
57792,0.00,31
57793,0.03,1651
57794,0.37,604
57799,0.23,576
58001,0.00,71
58002,0.00,23
58004,0.00,259
58005,0.01,469
58006,0.07,304
58007,0.05,79
58008,0.07,310
58009,0.00,77
58011,0.01,336
58012,0.02,1787
58013,0.03,112
58015,0.00,236
58016,0.00,200
58017,0.00,345
58018,0.02,206
58021,0.15,267
58027,0.03,1048
58029,0.00,161
58030,0.01,474
58031,0.02,326
58032,0.02,545
58033,0.01,395
58035,0.00,123
58036,0.00,247
58038,0.02,207
58040,0.01,671
58041,0.04,1377
58042,0.02,1036
58043,0.04,153
58045,0.00,1866
58046,0.00,448
58047,0.02,2582
58048,0.01,354
58049,0.03,247
58051,0.03,912
58052,0.03,565
58053,0.04,1062
58054,0.05,2475
58056,0.00,112
58057,0.00,146
58058,0.14,132
58059,0.03,994
58060,0.01,1046
58061,0.00,376
58062,0.02,153
58063,0.00,299
58064,0.01,347
58065,0.00,26
58067,0.05,221
58068,0.06,283
58069,0.00,98
58071,0.00,327
58072,0.01,6590
58075,0.02,7178
58076,0.25,329
58077,0.00,545
58078,0.02,19929
58079,0.00,311
58081,0.04,699
58102,0.04,25677
58103,0.04,38654
58104,0.04,20943
58105,0.13,1771
58201,0.04,28856
58202,0.11,1826
58203,0.05,14813
58204,0.00,1417
58205,0.00,311
58210,0.05,274
58212,0.00,444
58214,0.00,326
58216,0.09,78
58218,0.04,500
58219,0.00,10
58220,0.02,1977
58222,0.01,273
58223,0.00,168
58224,0.00,19
58225,0.05,785
58227,0.00,477
58228,0.01,696
58229,0.09,125
58230,0.01,509
58231,0.02,514
58233,0.00,224
58235,0.04,413
58237,0.03,4314
58238,0.02,214
58239,0.00,66
58240,0.01,1087
58241,0.10,84
58243,0.01,478
58244,0.00,193
58249,0.02,2075
58250,0.00,210
58251,0.01,1746
58254,0.00,376
58256,0.02,644
58257,0.02,1713
58258,0.00,231
58259,0.01,316
58260,0.00,188
58261,0.00,840
58262,0.06,132
58265,0.01,310
58266,0.00,178
58267,0.02,1097
58269,0.00,204
58270,0.03,1636
58271,0.02,573
58272,0.01,339
58273,0.00,193
58274,0.03,940
58275,0.04,626
58276,0.10,493
58277,0.07,172
58278,0.02,1425
58281,0.00,114
58282,0.03,1102
58301,0.03,7838
58311,0.00,43
58316,0.05,4346
58317,0.00,207
58318,0.05,2999
58321,0.00,168
58323,0.00,44
58324,0.02,1034
58325,0.00,84
58327,0.01,249
58329,0.05,2162
58330,0.04,340
58331,0.00,91
58332,0.09,277
58335,0.31,894
58338,0.00,63
58339,0.00,12
58341,0.02,2168
58343,0.00,65
58344,0.06,674
58345,0.04,119
58346,0.04,529
58348,0.00,607
58351,0.06,407
58352,0.00,375
58353,0.00,51
58355,0.00,41
58356,0.02,1304
58357,0.07,270
58361,0.02,312
58362,0.00,37
58363,0.03,149
58365,0.06,257
58366,0.01,799
58367,0.03,1260
58368,0.01,3163
58369,0.05,1157
58370,0.09,877
58372,0.00,87
58374,0.00,509
58377,0.01,357
58379,0.08,239
58380,0.03,268
58381,0.05,237
58382,0.00,157
58384,0.02,456
58385,0.01,272
58386,0.04,164
58401,0.02,14153
58402,0.00,206
58405,0.02,370
58413,0.02,951
58415,0.00,116
58416,0.00,387
58418,0.06,318
58420,0.00,233
58421,0.01,2338
58422,0.02,242
58423,0.00,66
58424,0.04,202
58425,0.02,1199
58426,0.00,195
58428,0.02,287
58429,0.13,184
58430,0.03,103
58431,0.00,122
58433,0.00,781
58436,0.02,1690
58438,0.03,530
58439,0.05,162
58440,0.00,152
58441,0.00,220
58442,0.00,459
58443,0.02,222
58444,0.02,185
58445,0.00,104
58448,0.02,237
58451,0.00,191
58452,0.00,24
58454,0.05,345
58455,0.02,285
58456,0.03,430
58458,0.04,1132
58460,0.08,227
58461,0.04,447
58463,0.03,545
58464,0.00,278
58466,0.01,372
58467,0.02,488
58472,0.02,343
58474,0.00,2144
58475,0.03,176
58476,0.00,221
58477,0.05,140
58478,0.03,143
58479,0.00,223
58480,0.00,230
58481,0.00,292
58482,0.02,690
58483,0.00,271
58484,0.00,92
58486,0.07,137
58487,0.04,416
58488,0.00,248
58490,0.00,215
58492,0.00,347
58494,0.02,253
58495,0.01,1076
58496,0.06,185
58497,0.00,203
58501,0.02,23144
58503,0.03,18938
58504,0.03,19623
58505,,0
58520,0.04,269
58521,0.01,572
58523,0.02,2942
58524,0.00,62
58528,0.23,700
58529,0.02,513
58530,0.03,817
58531,0.02,321
58532,0.00,205
58533,0.01,815
58535,0.03,446
58538,0.22,1641
58540,0.01,1788
58541,0.03,302
58542,0.02,217
58544,0.00,422
58545,0.06,2864
58549,0.00,111
58552,0.03,1471
58554,0.03,17886
58558,0.03,559
58559,0.00,156
58560,0.06,131
58561,0.02,869
58562,0.00,347
58563,0.02,1550
58564,0.00,143
58565,0.01,217
58566,0.00,109
58568,0.12,258
58569,0.00,41
58570,0.07,287
58571,0.04,515
58572,0.05,352
58573,0.07,660
58575,0.03,744
58576,0.01,777
58577,0.03,1524
58579,0.02,826
58580,0.00,291
58581,0.03,203
58601,0.03,16948
58620,0.00,163
58621,0.01,899
58622,0.05,1195
58623,0.01,1859
58625,0.01,144
58626,0.00,208
58627,0.10,222
58630,0.03,500
58631,0.03,878
58632,0.05,144
58634,0.00,102
58636,0.10,657
58638,0.03,771
58639,0.02,1566
58640,0.04,1148
58641,0.03,51
58642,0.00,271
58643,0.00,157
58645,0.00,183
58646,0.01,1012
58647,0.01,899
58649,0.06,326
58650,0.04,299
58651,0.01,419
58652,0.01,810
58653,0.01,468
58654,0.04,220
58655,0.04,303
58656,0.00,302
58701,0.02,22086
58702,,0
58703,0.03,15502
58704,0.01,3344
58705,0.00,492
58707,0.02,414
58710,0.03,387
58711,0.00,163
58712,0.00,119
58713,0.20,20
58716,0.00,121
58718,0.00,770
58721,0.04,436
58722,0.03,1193
58723,0.04,259
58725,0.02,210
58727,0.03,202
58730,0.00,1012
58731,0.00,214
58733,0.03,343
58734,0.00,249
58735,0.00,365
58736,0.01,389
58737,0.00,132
58740,0.00,554
58741,0.03,552
58744,0.05,126
58746,0.02,1241
58748,0.00,100
58750,0.03,480
58752,0.00,189
58755,0.00,114
58756,0.00,217
58757,0.09,521
58758,0.00,212
58759,0.03,598
58760,0.00,199
58761,0.00,882
58762,0.06,169
58763,0.07,2380
58765,0.00,274
58768,0.00,154
58769,0.01,251
58770,0.08,1075
58771,0.00,446
58772,0.00,94
58773,0.00,561
58775,0.05,270
58776,0.00,220
58778,0.05,124
58779,0.00,398
58781,0.01,614
58782,0.01,339
58783,0.00,350
58784,0.01,1712
58785,0.03,820
58787,0.00,139
58788,0.01,833
58789,0.09,267
58790,0.02,1226
58792,0.07,215
58793,0.00,533
58794,0.05,69
58795,0.00,189
58801,0.01,14247
58830,0.00,163
58831,0.02,426
58833,0.00,40
58835,0.03,333
58838,0.00,177
58843,0.00,395
58844,0.00,132
58845,0.00,267
58847,0.00,222
58849,0.01,817
58852,0.01,1409
58853,0.00,233
58854,0.02,2345
58856,0.00,132
59001,0.02,1230
59002,0.04,203
59003,0.06,761
59006,0.00,424
59007,0.00,128
59008,0.01,327
59010,0.00,54
59011,0.02,2416
59012,0.27,250
59013,0.00,142
59014,0.03,1267
59015,0.09,434
59016,0.09,481
59018,0.08,510
59019,0.05,3039
59020,0.00,22
59022,0.33,1355
59024,0.05,419
59025,0.00,93
59026,0.03,270
59027,0.15,627
59028,0.02,366
59029,0.07,660
59030,0.00,1178
