Zip,Unemp. Rate,# in sample
81641,0.02,2583
81642,0.00,114
81643,0.07,679
81645,0.06,953
81646,0.00,107
81647,0.09,4851
81648,0.04,1843
81649,0.02,209
81650,0.04,9311
81652,0.06,3692
81653,0.00,49
81654,0.04,845
81655,,0
81656,0.11,232
81657,0.02,5253
82001,0.03,27072
82005,0.00,503
82007,0.06,14744
82009,0.03,24900
82050,0.02,214
82051,,0
82052,,12
82053,0.06,1061
82054,0.13,653
82055,0.09,302
82058,,0
82059,,19
82060,0.00,159
82061,0.00,13
82063,0.00,72
82070,0.04,17061
82072,0.05,12500
82073,,0
82081,0.00,35
82082,0.02,1202
82083,0.00,264
82084,,0
82190,0.00,609
82201,0.02,4910
82210,0.03,528
82212,0.00,392
82213,0.00,524
82214,0.03,1221
82215,0.04,108
82217,0.00,120
82219,0.00,33
82221,0.02,324
82222,0.00,163
82223,0.01,935
82224,,0
82225,0.03,1687
82227,0.08,135
82229,0.00,164
82240,0.02,7972
82242,0.00,20
82243,0.18,133
82244,0.03,656
82301,0.04,7624
82321,0.05,478
82322,0.00,87
82323,0.12,157
82324,0.00,211
82325,0.01,615
82327,0.13,692
82329,0.05,175
82331,0.03,2075
82332,0.00,18
82334,0.01,385
82335,,0
82336,0.10,267
82401,0.03,5964
82410,0.11,1356
82411,0.00,393
82412,0.07,540
82414,0.03,11961
82420,0.09,574
82421,0.06,285
82422,0.00,70
82423,0.09,180
82426,0.04,2219
82428,0.14,47
82430,0.18,120
82431,0.01,2749
82432,0.00,166
82433,0.00,674
82434,0.00,126
82435,0.04,9397
82440,0.00,143
82441,0.00,213
82442,0.05,633
82443,0.01,3812
82450,0.00,144
82501,0.06,14977
82510,0.21,379
82512,0.12,168
82513,0.03,1384
82514,0.12,900
82515,0.08,318
82516,0.12,328
82520,0.05,10329
82523,0.12,856
82601,0.04,21387
82604,0.04,20146
82609,0.05,12366
82620,0.06,207
82630,0.00,86
82633,0.03,7066
82635,0.00,202
82636,0.04,2720
82637,0.04,3391
82638,,0
82639,0.00,822
82640,0.00,23
82642,0.00,52
82643,0.07,365
82644,0.15,1187
82646,,0
82648,0.00,12
82649,0.05,892
82701,0.01,4511
82710,0.00,125
82711,,8
82712,0.00,156
82714,0.00,88
82715,,0
82716,0.05,13814
82718,0.01,16364
82720,0.02,853
82721,0.01,2316
82723,0.11,241
82725,0.00,159
82727,0.00,1329
82729,0.02,1890
82730,0.03,1123
82731,0.00,143
82732,0.02,1389
82801,0.03,19691
82831,0.03,152
82832,0.00,391
82833,0.00,131
82834,0.02,6017
82835,0.03,216
82836,0.00,779
82837,0.00,16
82838,0.11,240
82839,0.01,889
82842,0.00,740
82844,0.00,28
82845,0.00,19
82901,0.05,21423
82922,0.00,269
82923,0.08,299
82925,0.14,257
82929,0.00,21
82930,0.05,10903
82932,0.02,774
82933,0.02,634
82934,0.05,176
82935,0.04,9381
82936,,17
82937,0.05,2428
82938,0.00,145
82939,0.03,1113
82941,0.04,3693
82942,,0
82943,0.00,142
82944,0.00,121
82945,0.13,171
83001,0.04,13606
83011,0.00,86
83012,0.00,28
83013,0.00,255
83014,0.01,3005
83025,0.00,237
83101,0.03,2287
83110,0.08,3741
83111,0.00,301
83112,0.00,350
83113,0.04,2388
83114,0.01,575
83115,0.11,696
83116,0.04,503
83118,0.00,426
83119,0.00,100
83120,0.00,228
83121,,55
83122,0.20,300
83123,0.09,566
83124,0.00,58
83126,0.00,200
83127,0.04,2357
83128,0.12,1062
83201,0.06,29229
83202,0.07,14512
83203,0.26,315
83204,0.07,13777
83209,0.25,718
83210,0.10,2180
83211,0.08,4329
83212,0.01,146
83213,0.04,1220
83214,0.05,379
83215,0.00,28
83217,0.03,554
83218,0.08,265
83220,0.00,65
83221,0.04,19307
83223,0.02,94
83226,0.04,2145
83227,0.24,173
83228,0.03,417
83232,0.06,277
83233,0.00,12
83234,0.02,821
83235,0.00,117
83236,0.02,1637
83237,0.07,924
83238,0.00,98
83239,0.04,326
83241,0.04,1416
83243,0.00,111
83244,0.06,240
83245,0.01,1547
83246,0.02,635
83250,0.06,1352
83251,0.03,838
83252,0.03,2951
83253,0.15,102
83254,0.04,2883
83255,0.03,908
83261,0.01,435
83262,0.08,921
83263,0.06,6041
83271,0.03,396
83272,0.03,313
83274,0.06,6132
83276,0.03,3227
83277,0.00,221
83278,0.14,65
83281,0.00,141
83283,0.00,73
83285,0.07,70
83286,0.02,955
83287,0.18,229
83301,0.06,39281
83302,0.08,61
83311,0.03,353
83312,0.00,112
83313,0.10,2435
83314,0.03,876
83316,0.03,7728
83318,0.07,11633
83320,0.07,821
83321,0.04,467
83322,0.24,63
83323,0.09,1529
83324,0.08,540
83325,0.01,560
83327,0.07,817
83328,0.04,3522
83330,0.05,4663
83332,0.04,1965
83333,0.03,8431
83334,0.03,1308
83335,0.06,1516
83336,0.02,3741
83337,0.00,11
83338,0.05,13598
83340,0.08,3791
83341,0.09,4756
83342,0.05,1041
83344,0.02,568
83346,0.06,1058
83347,0.07,2126
83348,0.00,132
83349,0.09,622
83350,0.07,9024
83352,0.06,2665
83353,0.00,1139
83354,0.00,35
83355,0.03,3785
83401,0.04,26548
83402,0.06,19289
83404,0.04,16136
83406,0.05,10071
83414,0.14,97
83420,0.04,2041
83421,0.21,508
83422,0.09,2702
83423,0.00,557
83424,0.00,118
83425,0.04,419
83427,0.06,672
83428,0.04,252
83429,0.00,582
83431,0.08,591
83433,,6
83434,0.03,1463
83435,0.00,382
83436,0.00,247
83440,0.07,25952
83442,0.05,12176
83443,0.04,785
83444,0.11,958
83445,0.03,5002
83446,0.00,46
83448,0.03,1680
83449,0.04,204
83450,0.04,708
83451,0.01,514
83452,0.02,884
83454,0.01,379
83455,0.06,3574
83460,0.14,1045
83462,0.00,353
83463,0.00,85
83464,0.00,315
83465,0.12,86
83466,0.17,308
83467,0.05,5237
83468,0.00,117
83469,0.00,16
83501,0.05,27681
83520,0.21,195
83522,0.06,1957
83523,0.03,650
83524,0.06,878
83525,0.07,478
83526,0.08,256
83530,0.06,4132
83533,0.00,169
83535,0.12,1018
83536,0.09,2905
83537,0.14,876
83539,0.03,1997
83540,0.19,1554
83541,0.06,825
83542,0.00,113
83543,0.03,534
83544,0.08,5227
83545,0.11,409
83546,0.18,594
83547,0.00,156
83548,0.01,144
83549,0.08,708
83552,0.26,1089
83553,0.05,768
83554,0.32,471
83555,0.06,419
83601,0.00,22
83602,,11
83604,0.00,666
83605,0.10,27791
83607,0.06,16943
83610,0.02,854
83611,0.10,2437
83612,0.07,1852
83615,0.14,857
83616,0.04,15726
83617,0.09,12242
83619,0.06,5031
83622,0.06,1187
83623,0.04,1278
83624,0.10,979
83626,0.11,763
83627,0.06,607
83628,0.07,2872
83629,0.14,1609
83631,0.08,1007
83632,0.03,228
83633,0.02,414
83634,0.05,15913
83636,0.00,48
83637,0.41,282
83638,0.03,4864
83639,0.10,2538
83641,0.09,2596
83642,0.06,25527
83643,0.00,144
83644,0.11,6946
83645,0.04,448
83646,0.06,32502
83647,0.07,15111
83648,0.01,2355
83650,0.00,494
83651,0.14,20690
83654,0.10,1149
83655,0.10,3048
83656,0.06,347
83657,0.20,134
83660,0.07,4179
83661,0.10,7436
83666,0.31,34
83669,0.04,4881
83670,0.19,515
83671,,0
83672,0.08,6775
83676,0.07,3038
83677,,29
83686,0.09,31767
83687,0.08,20246
83702,0.06,18968
83703,0.06,13163
83704,0.09,32099
83705,0.09,21848
83706,0.06,26518
83709,0.06,37508
83712,0.04,6486
83713,0.06,20324
83714,0.06,15551
83716,0.05,11253
83801,0.09,4286
83802,0.00,129
83803,0.16,610
83804,0.03,1037
83805,0.05,6021
83806,0.15,241
83808,0.13,105
83809,0.12,271
83810,0.01,1209
83811,0.02,1255
83812,0.00,109
83813,0.10,727
83814,0.06,19912
83815,0.07,23528
83821,0.00,305
83822,0.05,1825
83823,0.12,1170
83824,0.07,279
83825,0.00,164
83826,0.00,32
83827,0.00,136
83830,0.00,517
83832,0.01,1079
83833,0.02,904
83834,0.10,153
83835,0.07,15235
83836,0.06,808
83837,0.10,2558
83839,0.06,860
83840,0.00,208
83841,,38
83842,0.23,99
83843,0.07,21572
83844,0.20,1117
83845,0.10,1374
83846,0.03,674
83847,0.05,1066
83848,0.65,94
83849,0.07,1454
83850,0.04,1610
83851,0.09,1177
83852,0.01,893
83854,0.07,27604
83855,0.07,1796
83856,0.04,5246
83857,0.06,434
83858,0.10,10664
83860,0.05,4942
83861,0.07,5430
83864,0.05,13678
83866,0.00,120
83867,0.00,606
83868,0.07,574
83869,0.05,3084
83870,0.06,228
83871,0.03,1567
83872,0.00,576
83873,0.08,1710
83874,,58
83876,0.07,1255
84001,0.01,505
84002,0.19,142
84003,0.05,26185
84004,0.06,6376
84005,0.05,10745
84006,0.00,512
84007,0.00,356
84010,0.05,33999
84013,0.02,496
84014,0.04,11282
84015,0.05,41017
84017,0.02,2739
84018,0.00,93
84020,0.05,27736
84021,0.08,2689
84022,0.01,1298
84023,0.00,265
84024,0.00,98
84025,0.02,12310
84026,0.11,846
84027,0.01,562
84028,0.00,392
84029,0.05,6045
84031,0.01,130
84032,0.03,11416
84033,0.06,730
84034,0.06,241
84035,0.00,540
84036,0.03,4095
84037,0.04,21464
84038,0.02,307
84039,0.08,707
84040,0.04,16644
84041,0.04,30365
84042,0.06,6571
84043,0.05,27584
84044,0.07,18643
84045,0.03,8508
84046,0.03,497
84047,0.07,22639
84049,0.01,3118
84050,0.06,6317
84051,0.00,303
84052,0.04,1038
84053,0.00,533
84054,0.04,10565
84055,0.01,1010
84056,0.01,2150
84057,0.05,26209
84058,0.05,23212
84060,0.03,6233
84061,0.33,439
84062,0.05,26816
84063,0.00,264
84064,0.04,732
84065,0.04,25012
84066,0.05,7311
84067,0.05,26055
84069,0.01,393
84070,0.06,18855
84071,0.02,716
84072,0.00,359
84073,0.00,135
84074,0.05,28732
84075,0.02,14452
84076,0.00,157
84078,0.05,18250
84080,0.03,174
84081,0.05,24648
84082,0.00,752
84083,0.05,878
84084,0.07,26305
84085,0.06,215
84086,0.04,229
84087,0.02,9256
84088,0.06,24347
84092,0.05,22492
84093,0.03,17736
84094,0.06,19626
84095,0.04,32677
84096,0.03,18516
84097,0.06,14603
84098,0.04,12263
84101,0.15,4235
84102,0.04,15044
84103,0.04,19039
84104,0.09,16741
84105,0.05,18322
84106,0.06,26412
84107,0.05,25258
84108,0.03,16746
84109,0.04,18918
84111,0.07,9680
84112,0.04,1570
84113,0.00,53
84115,0.08,18946
84116,0.08,22879
84117,0.04,19255
84118,0.06,46461
84119,0.07,39872
84120,0.07,34180
84121,0.05,33500
84123,0.08,28974
84124,0.03,16461
84128,0.06,19472
84144,,0
84180,,0
84301,0.03,670
84302,0.05,17031
84304,0.00,31
84305,0.07,502
84306,0.13,162
84307,0.02,1016
84308,0.03,305
84309,0.15,405
84310,0.05,3291
84311,0.03,547
84312,0.05,2591
84313,0.00,132
84314,0.09,672
84315,0.06,5147
84316,0.00,152
84317,0.04,1575
84318,0.03,2590
84319,0.06,4815
84320,0.04,1503
84321,0.07,33236
84324,0.07,550
84325,0.04,1072
84326,0.02,904
84327,0.03,542
84328,0.05,1248
84329,0.00,147
84330,0.02,251
84331,0.04,182
84332,0.07,4624
84333,0.02,1827
84334,0.00,75
84335,0.04,7526
84336,0.01,192
84337,0.04,7102
84338,0.07,356
84339,0.06,3678
84340,0.02,2382
84341,0.03,14246
84401,0.09,25325
84403,0.07,28285
84404,0.06,39785
84405,0.04,23113
84414,0.04,18118
84501,0.07,9936
84511,0.06,2993
84512,0.13,917
84513,0.05,1227
84515,,0
84516,0.17,138
84518,0.08,493
84520,0.07,1125
84521,0.00,606
84522,0.02,292
84523,0.08,1323
84525,0.07,992
84526,0.07,2940
84528,0.05,2000
84529,0.00,82
84530,0.00,165
84531,0.17,428
84532,0.07,7549
84533,0.00,231
84534,0.11,1657
84535,0.07,2031
84536,0.07,1258
84537,0.01,901
84539,0.16,386
84540,0.00,11
84542,0.08,1461
84601,0.08,21905
84604,0.06,39835
84606,0.04,28654
84620,0.02,828
84621,0.00,133
84622,0.09,968
84623,0.19,117
84624,0.08,3940
84626,0.00,155
84627,0.13,4734
84628,0.06,481
84629,0.03,2576
84630,0.03,262
84631,0.05,2185
84632,0.08,722
84633,0.03,748
84634,0.03,2814
84635,0.06,686
84636,0.00,264
84637,0.11,507
84638,0.00,156
84639,0.04,777
84640,0.00,106
84642,0.03,2231
84643,0.20,334
84645,0.06,1535
84646,0.03,1114
84647,0.05,2638
84648,0.06,3874
84649,0.06,586
84651,0.07,14589
84652,0.12,631
84653,0.04,5032
84654,0.01,1908
84655,0.06,6168
84656,0.08,212
84657,0.02,308
84660,0.04,23258
84662,0.16,1012
84663,0.03,19231
84664,0.06,5109
84665,0.09,347
84667,0.02,338
84701,0.04,6222
84710,0.00,121
84711,0.01,378
84712,0.06,141
84713,0.08,2718
84714,0.08,698
84715,0.01,361
84716,0.00,174
84718,0.03,116
84719,0.00,48
84720,0.12,15501
84721,0.08,13756
84722,0.05,394
84723,0.08,607
84724,0.10,1003
84725,0.02,1103
84726,0.03,769
84728,0.00,172
84729,0.06,310
84730,0.01,167
84731,0.00,89
84732,,13
84733,0.00,109
84734,0.13,138
84735,0.00,138
84736,0.04,168
84737,0.03,10150
84738,0.05,5130
84739,0.09,385
84740,0.00,157
84741,0.03,4381
84742,0.00,188
84743,0.57,30
84744,0.00,174
84745,0.07,2719
84746,0.04,952
84747,0.05,726
84749,0.04,188
84750,0.06,438
84751,0.14,1171
84752,0.09,651
84753,,26
84754,0.06,2656
84755,0.00,71
84756,0.15,147
84757,0.13,796
84758,0.07,433
84759,0.04,1644
84760,0.01,522
84761,0.09,2201
84762,0.54,198
84763,0.03,226
84764,0.00,174
84765,0.06,3984
84766,0.00,176
84767,0.07,716
84770,0.10,29697
84772,0.00,118
84773,0.00,59
84774,0.07,1255
84775,0.02,444
84776,0.00,497
84779,0.10,363
84780,0.06,13048
84781,0.22,153
84782,0.29,748
84783,0.00,582
84784,0.32,1166
84790,0.06,26326
85003,0.05,8023
85004,0.09,3858
85006,0.08,17067
85007,0.08,10388
85008,0.06,37011
85009,0.08,34989
85012,0.07,5896
85013,0.06,17081
85014,0.07,20142
85015,0.14,29136
85016,0.07,26228
85017,0.11,28834
85018,0.07,30958
85019,0.12,19003
85020,0.07,27942
85021,0.10,28695
85022,0.07,35648
85023,0.07,24656
85024,0.05,17735
85027,0.07,29907
85028,0.05,16548
85029,0.09,35616
85031,0.10,18266
85032,0.07,54802
85033,0.11,36070
85034,0.11,3447
85035,0.11,30812
85037,0.11,30622
85040,0.09,19585
85041,0.07,38109
85042,0.07,29531
85043,0.09,20497
85044,0.05,31663
85045,0.05,5849
85048,0.04,26651
85050,0.03,18632
85051,0.14,32782
85053,0.08,23253
85054,0.05,4262
85083,0.04,12012
85085,0.04,10519
85086,0.06,27143
85087,0.04,4615
85118,0.03,11901
85119,0.08,17963
85120,0.11,22169
85121,0.23,1929
85122,0.09,37351
85123,0.08,5266
85128,0.08,11253
85131,0.14,14703
85132,0.07,28682
85135,0.05,685
85137,0.05,2157
85138,0.04,19954
85139,0.05,12500
85140,0.08,18442
85141,0.13,364
85142,0.07,30959
85143,0.07,22278
85145,0.00,760
85147,0.28,4057
85172,0.00,571
85173,0.05,2297
85192,0.07,1631
85193,0.10,3268
85194,0.05,4406
85201,0.08,36604
85202,0.08,28847
85203,0.07,25143
85204,0.09,44976
85205,0.08,35016
85206,0.07,28054
85207,0.05,35000
85208,0.09,28395
85209,0.06,31260
85210,0.10,27962
85212,0.05,15321
85213,0.07,25688
85215,0.04,13502
85224,0.06,34696
85225,0.08,51327
85226,0.05,29283
85233,0.07,28963
85234,0.05,35474
85248,0.07,25684
85249,0.05,25314
85250,0.04,14906
85251,0.06,29118
85253,0.02,14097
85254,0.04,38959
85255,0.04,28942
85256,0.07,3994
85257,0.06,24484
85258,0.05,19823
85259,0.04,17453
85260,0.04,31551
85262,0.02,8663
85263,0.14,2237
85264,0.08,971
85266,0.04,9766
85268,0.05,19775
85281,0.11,48621
85282,0.09,43560
85283,0.08,35351
85284,0.02,13802
85286,0.06,27183
85295,0.04,23191
85296,0.06,27846
85297,0.04,15369
85298,0.04,14599
85301,0.16,42905
85302,0.09,29088
85303,0.09,21716
85304,0.07,21371
85305,0.06,8919
85306,0.10,20137
85307,0.07,6676
85308,0.05,51969
85309,0.00,673
85310,0.05,15146
85320,0.15,605
85321,0.20,3414
85322,0.05,756
85323,0.10,26376
85324,0.08,2437
85325,0.04,1070
85326,0.07,34573
85328,0.00,205
85331,0.03,20114
85332,0.04,1543
85333,0.00,336
85334,0.00,584
85335,0.06,19743
85336,0.06,365
85337,0.11,1708
85338,0.07,29021
85339,0.06,23754
85340,0.06,20106
85341,,0
85342,0.11,1233
85343,0.00,87
85344,0.06,8633
85345,0.08,42864
85346,0.09,3841
85347,0.01,474
85348,0.11,1905
85349,0.14,15436
85350,0.11,15331
85351,0.12,28602
85352,0.00,179
85353,0.08,20393
85354,0.08,3655
85355,0.02,6267
85356,0.11,3213
85357,0.07,597
85360,0.13,206
85361,0.04,4222
85362,0.07,595
85363,0.07,4449
85364,0.10,54264
85365,0.05,37430
85367,0.05,18588
85371,0.02,436
85373,0.03,15539
85374,0.06,36095
85375,0.09,28243
85377,0.04,2675
85379,0.06,24959
85381,0.04,19980
85382,0.06,31319
85383,0.04,26158
85387,0.07,7961
85388,0.07,13328
85390,0.11,7410
85392,0.07,24351
85395,0.04,17941
85396,0.04,7144
85501,0.03,10985
85530,0.22,1167
85531,0.00,326
85533,0.13,2020
85534,0.10,1845
85535,0.00,7
85536,0.00,181
85539,0.09,3965
85540,0.13,2385
85541,0.07,17897
85542,0.17,2098
85543,0.07,2546
85544,0.06,2266
85545,0.08,687
85546,0.09,14683
85550,0.13,3981
85551,0.15,396
85552,0.05,4903
85553,0.02,800
85554,0.11,278
85601,0.13,756
85602,0.08,8011
85603,0.11,6403
85605,0.30,437
85606,0.08,1231
85607,0.10,14019
85608,,2881
85609,0.00,259
85610,0.06,1198
85611,0.04,685
85613,0.01,3393
85614,0.04,19889
85615,0.04,7758
85616,0.07,4114
85617,0.13,1060
85618,0.09,951
85619,0.00,108
85620,0.17,472
85621,0.12,16580
85622,0.07,6294
85623,0.11,3412
85624,0.02,931
85625,0.04,1804
85626,0.07,568
85627,0.02,740
85629,0.04,14712
85630,0.05,1943
85631,0.14,3048
85632,0.11,758
85633,0.05,66
85634,0.24,4337
85635,0.06,27086
85637,0.02,862
85638,0.05,1784
85640,0.00,377
85641,0.03,14731
85643,0.08,7890
85645,0.01,1457
85646,0.00,848
85648,0.11,13905
85650,0.04,12319
85653,0.08,10427
85654,0.54,205
85658,0.07,5710
85701,0.06,4046
85704,0.06,26273
85705,0.10,44056
85706,0.13,38921
85707,0.00,350
85708,0.03,1972
85710,0.08,46112
85711,0.09,32493
85712,0.08,26970
85713,0.13,38794
85714,0.12,10316
85715,0.07,15916
85716,0.09,27485
85718,0.03,24265
85719,0.07,40180
85723,,0
85724,,0
85726,,0
85730,0.07,30788
85735,0.11,8442
85736,0.09,3779
85737,0.06,16974
85739,0.07,16058
85741,0.05,25835
85742,0.06,19543
85743,0.06,21529
85745,0.07,31659
85746,0.10,31797
85747,0.04,15563
85748,0.04,15780
85749,0.07,16147
85750,0.05,20983
85755,0.08,12783
85756,0.08,25529
85757,0.10,12172
85901,0.10,13027
85911,0.37,1219
85912,0.00,63
85920,0.02,448
85922,0.00,29
85923,0.14,555
85924,0.19,2133
85925,0.01,3359
85926,0.00,124
85927,0.00,215
85928,0.00,722
85929,0.05,7134
85930,0.12,353
85931,0.00,147
85932,0.00,332
85933,0.06,2048
85934,0.00,272
85935,0.03,4255
85936,0.14,3169
85937,0.04,5165
85938,0.13,2283
85939,0.05,2868
85940,0.08,806
85941,0.35,7043
85942,,0
86001,0.05,34075
86003,0.00,23
86004,0.04,29258
86011,0.28,5661
86015,0.00,43
86016,0.00,101
86017,0.00,677
86018,0.00,417
86020,0.11,1404
86021,0.05,2633
86022,0.10,1449
86023,0.00,953
86024,0.08,463
86025,0.14,4344
86028,,0
86029,0.00,87
86030,0.15,1068
86031,0.32,1459
86032,0.06,869
86033,0.07,5360
86034,0.25,1681
86035,0.21,1280
86036,0.03,353
86038,0.00,19
86039,0.21,1191
86040,0.09,7633
86042,0.13,1668
86043,0.24,1424
86044,0.22,2826
86045,0.09,8608
86046,0.06,4680
86047,0.12,11302
86052,0.00,18
86053,0.29,1874
86054,0.21,1121
86301,0.08,18148
86303,0.07,14776
86305,0.06,16488
86313,0.00,193
86314,0.08,26693
86315,0.08,4863
86320,0.11,829
86321,0.02,1621
86322,0.09,8916
86323,0.09,13388
86324,0.03,3467
86325,0.06,3785
86326,0.08,20334
86327,0.05,7703
86329,0.00,518
86331,0.04,508
86332,0.12,1468
86333,0.12,4543
86334,0.14,3374
86335,0.07,4151
86336,0.06,9964
86337,0.06,741
86338,0.00,384
86343,0.08,53
86351,0.10,6303
86401,0.09,20696
86403,0.08,12080
86404,0.08,13192
86406,0.10,20806
86409,0.12,22522
86411,0.00,96
86413,0.14,10765
86426,0.13,12522
86429,0.12,5602
86431,0.17,282
86432,0.06,2128
86433,0.17,144
86434,0.14,623
86435,0.15,238
86436,0.30,1350
86437,0.17,109
86438,0.02,482
86440,0.09,6153
86441,0.09,1887
86442,0.10,27798
86443,,0
86444,0.10,1011
86445,0.00,278
86502,0.24,1129
86503,0.30,7358
86504,0.05,4963
86505,0.25,5862
86506,0.11,1030
86507,0.17,1465
86508,0.08,726
86510,0.31,3339
86511,0.14,2199
86512,0.26,1902
86514,0.14,2145
86515,0.12,3515
86520,0.28,1459
86535,0.10,768
86538,0.23,1276
86540,0.28,552
86544,0.08,918
86545,0.17,1095
86547,0.18,769
86556,0.24,1198
87001,0.14,2588
87002,0.07,17408
87004,0.08,7969
87005,0.00,332
87006,0.04,579
87007,0.28,525
87008,0.01,2589
87010,0.00,578
87011,0.00,50
87012,0.15,223
87013,0.21,3410
87014,0.00,584
87015,0.05,10274
87016,0.12,3400
87017,0.20,396
87018,0.31,300
87020,0.12,8918
87021,0.15,2740
87022,0.11,465
87023,0.00,342
87024,0.08,1778
87025,0.08,980
87026,0.20,3141
87027,0.00,236
87028,0.00,139
87029,0.02,259
87031,0.09,32935
87032,0.00,111
87034,0.29,1734
87035,0.16,5642
87036,0.14,1316
87037,0.23,627
87038,0.29,422
87040,0.26,362
87041,0.26,635
87042,0.07,3082
87043,0.04,4829
87044,0.00,425
87045,0.32,901
87046,0.00,23
87047,0.04,4190
87048,0.03,7639
87049,0.18,593
87051,0.23,399
87052,0.16,2152
87053,0.08,785
87056,0.02,1115
87059,0.05,8118
87061,0.00,223
87062,0.02,1527
87063,0.02,188
87064,0.00,161
87068,0.14,3640
87070,0.00,48
87072,0.13,343
87083,0.05,399
87102,0.09,17443
87104,0.06,9339
87105,0.08,44534
87106,0.06,21459
87107,0.06,24378
87108,0.07,28960
87109,0.06,33531
87110,0.05,32663
87111,0.06,48853
87112,0.07,35814
87113,0.04,11283
87114,0.06,45816
87116,0.01,2947
87117,0.00,236
87120,0.05,44865
87121,0.07,48671
87122,0.04,14489
87123,0.08,33119
87124,0.06,38155
87144,0.05,25755
87301,0.05,16943
87305,0.20,2119
87310,0.06,603
87311,0.06,2181
87312,0.02,286
87313,0.27,3784
87315,,76
87316,0.08,946
87317,0.08,1086
87319,0.09,1886
87320,0.00,415
87321,0.23,1649
87322,0.00,104
87323,0.22,3114
87325,0.07,2165
87326,0.11,1496
87327,0.08,8763
87328,0.03,1919
87347,0.00,196
87357,0.14,429
87364,0.08,830
87375,0.01,2008
87401,0.05,33492
87402,0.01,8095
87410,0.04,13096
87412,0.05,847
87413,0.04,11411
87415,0.00,1721
87416,0.05,3692
87417,0.07,4296
87418,0.06,1204
87419,0.00,307
87420,0.10,9539
87421,0.04,1348
87455,0.09,1218
87461,0.14,942
87499,0.08,269
87501,0.08,14067
87505,0.06,26446
87506,0.07,10485
87507,0.07,34265
87508,0.06,15363
87510,0.08,685
87511,0.16,2146
87512,0.00,162
87513,0.00,462
87514,0.09,1347
87515,0.00,328
87516,0.05,123
87517,0.00,143
87518,0.00,37
87519,0.23,610
87520,0.07,1571
87521,0.04,606
87522,0.14,2428
87523,0.00,368
87524,0.00,80
87525,0.00,23
87527,0.09,703
87528,0.10,2279
87529,0.11,3775
87530,0.10,587
87531,0.15,443
87532,0.10,13973
87533,0.04,89
87535,0.13,676
87537,0.20,2463
87538,0.18,225
87539,0.00,271
87540,0.17,926
87543,0.00,658
87544,0.03,14222
87548,0.07,999
87549,0.03,513
87551,0.16,272
87552,0.07,3166
87553,0.13,928
87554,,56
87556,0.09,1821
87557,0.13,5257
87558,0.03,499
87560,0.20,1086
87562,0.13,363
87564,0.20,381
87565,0.28,176
87566,0.16,2252
87567,0.06,1032
87569,0.00,275
87571,0.13,8960
87573,,0
87574,0.00,54
87575,0.00,536
87577,0.00,37
87578,0.00,503
87579,0.08,592
87580,0.00,404
87581,0.00,92
87582,0.15,1037
87583,0.00,87
87701,0.08,15989
87710,0.06,1497
87711,0.00,653
87712,0.00,79
87713,0.00,146
87714,0.04,959
87715,0.00,775
87718,0.07,467
87722,0.00,338
87723,0.00,289
87724,,0
87728,0.10,290
87729,0.00,96
87730,0.00,8
87731,0.18,241
87732,0.06,1137
87733,0.01,204
87734,0.00,148
87735,,38
87736,0.00,282
87740,0.06,6442
87742,0.01,524
87743,0.17,291
87745,0.17,1143
87746,0.00,48
87747,0.05,1476
87749,0.00,20
87750,0.00,48
87752,0.04,454
87753,0.00,161
87801,0.06,8041
87820,0.51,97
87821,0.05,534
87823,0.00,594
87824,0.00,220
87825,0.10,1995
87827,0.33,132
87828,0.43,369
87829,0.00,832
87830,0.12,1066
87831,0.00,352
87832,0.00,402
87901,0.07,5335
87930,0.00,965
87931,0.00,497
87933,0.00,27
87935,0.03,1150
87936,0.00,337
87937,0.09,1537
87939,0.00,148
87940,0.19,273
87941,0.00,499
87942,0.00,943
87943,0.00,386
88001,0.11,29417
88002,0.02,820
88003,0.55,1044
88004,,370
88005,0.08,21902
88007,0.08,21051
88008,0.05,4304
88009,0.00,79
88011,0.06,20816
88012,0.08,18806
88020,0.06,561
88021,0.09,12269
88022,0.02,899
88023,0.15,2289
88024,0.00,49
88025,0.00,263
88026,0.12,1003
88027,0.13,458
88028,0.00,509
88029,0.27,1111
88030,0.10,18021
